epoch,train_mse,val_mse
0,0.0028077634882980157,0.0005434828926809132
1,0.0021668381980686846,0.0004587745643220842
2,0.0020400004827284385,0.00040884187910705805
3,0.0019311345573182084,0.0003639179631136358
4,0.0017921281001430803,0.00033141806488856673
5,0.0016756439176138624,0.00029889485449530184
6,0.0015914102903999655,0.0002841055393218994
7,0.0015247077753883786,0.0002689926768653095
8,0.0014675307154123271,0.0002885898284148425
9,0.0014248614544547828,0.0002378717763349414
10,0.0013501615124239055,0.00023514960776083171
11,0.0013214581673050166,0.00024123341427184641
12,0.0012708144640782848,0.00027166478685103357
13,0.0012461562582757324,0.0002146860206266865
14,0.001156774901444026,0.00022812013048678637
15,0.001124622107974054,0.00020989241602364928
16,0.0010603713058766776,0.00021448546613100916
17,0.0010392510968293728,0.0002124654856743291
18,0.000993205353941968,0.00021249607380013913
19,0.0009738613589433953,0.00021288474090397358
20,0.0009437307723731335,0.0002070789341814816
21,0.0009441315466704379,0.00023449755099136382
22,0.0008825904639836933,0.000198584224563092
23,0.0008694301795912907,0.0002122063160641119
24,0.0008446503686302874,0.0002119959390256554
25,0.0008123673656622746,0.0001824788050726056
26,0.0007902761343367663,0.00019442573830019683
27,0.0007523235763073899,0.00018137744336854666
28,0.0007523718444904912,0.00017388019477948546
29,0.000730393419092122,0.00018792814807966352
30,0.0007001168643390494,0.0001712534431135282
31,0.000711686766278165,0.00018046291370410472
32,0.0006894045358681719,0.000188317135325633
33,0.0006794825925940781,0.00019024554057978094
34,0.0006553709203477151,0.00016752876399550587
35,0.0006282953613013628,0.00016911065904423594
36,0.0006251548085336773,0.00018722850654739887
37,0.0006048204195394646,0.00015956761490087956
38,0.0005676690541024852,0.0001635284861549735
39,0.0005689831315456624,0.00015836716920603067
40,0.0005786862659858473,0.00017557546379975975
41,0.000565657425925435,0.00015978925512172282
42,0.0005503142357546105,0.00016043630603235215
43,0.0005231225456684894,0.00016689875337760895
44,0.0005201935741102456,0.00016787300410214812
45,0.0004861269943441065,0.0001511369046056643
46,0.00048785103717818856,0.00018672658188734204
47,0.00048609621132657466,0.0001644035364734009
48,0.0004679393496189732,0.0001575471687829122
49,0.00046578435285482556,0.00015577969315927476
