epoch,train_mse,val_mse
0,0.001734673846186253,0.00054204958723858
1,0.0013002422066372738,0.0004136638017371297
2,0.0011420799684792495,0.0003188651753589511
3,0.0009996614269830548,0.00027554138796404004
4,0.0009087411821574756,0.00023804795637261122
5,0.0008355728176977943,0.00022568243730347604
6,0.0007790752003386029,0.00019632535986602306
7,0.0007187042111151019,0.00020357465837150812
8,0.0006646741096853491,0.00018342469411436468
9,0.0006391237226412876,0.00017703401681501418
10,0.0005994331308134031,0.000175806024344638
11,0.0005610406091395896,0.0001734158577164635
12,0.0005238632928874148,0.0001830104156397283
13,0.0004965766923289681,0.00017135695088654757
14,0.0004830601366784162,0.0001655212399782613
15,0.00046352031686661864,0.00014865420234855264
16,0.0004427324630230208,0.00013960433716420084
17,0.0004253163149992919,0.00014926394214853644
18,0.00040909904872247,0.00014161317085381597
19,0.00041406362633049295,0.0001636599627090618
20,0.0003915318015252093,0.00014664507762063295
21,0.00037105994252079543,0.00013425858924165368
22,0.0003546467285783014,0.00012131234689150006
23,0.0003351464049621044,0.00014074337377678603
24,0.0003439057825169967,0.00014199476572684944
25,0.00032512709450409664,0.00013404645142145455
26,0.0003230843474483934,0.00015117043221835047
27,0.00030200491368815533,0.00012206478277221322
28,0.000287127713499215,0.0001281473960261792
29,0.00028716660170558547,0.00012894536484964192
30,0.00029076516282082975,0.00012408914335537702
31,0.0002889680944734433,0.00012111300020478666
32,0.0002776811290236206,0.00012880039867013693
33,0.00026460776688620903,0.0001149640665971674
34,0.00025868695893063487,0.00011156198888784274
35,0.0002496190640509635,0.00012239697389304638
36,0.00024970138640543284,0.00014093422214500606
37,0.0002417775818653274,0.00011738100874936208
38,0.00023955418286628597,0.00010706511238822713
39,0.00022658187254707802,0.00013482317444868386
40,0.00023186710913841236,0.00011977046960964799
41,0.00022472111595561728,0.0001391440600855276
42,0.0002226115539087914,0.00011545225424924865
43,0.00021804741501048403,0.00011313220602460206
44,0.00022041273858345098,0.00011612514208536595
45,0.00021304913631562764,0.00011469086894067004
46,0.0001985989651426248,0.0001045111202984117
47,0.0002010461752784945,0.00011831375013571233
48,0.00019932796235559835,0.00011003789404639974
49,0.00019530280469712524,0.00013409725215751678
