epoch,train_mse,val_mse
0,0.001250038952437333,0.0004779627197422087
1,0.0008738727127719256,0.0003287692670710385
2,0.0007278793313566388,0.0002541705034673214
3,0.0006444506980996165,0.00023095146752893925
4,0.0005916626380187356,0.0002057342353509739
5,0.0005339575795611988,0.00019122814410366118
6,0.0004916768327044944,0.0001801906619220972
7,0.0004585229023683092,0.00018695452308747917
8,0.0004336557037378144,0.00016505456005688757
9,0.0004005397750006523,0.00015640170022379607
10,0.000377065600979323,0.00015203154180198908
11,0.00035226828751749254,0.0001558391231810674
12,0.0003319012436905824,0.00017974401998799294
13,0.00032807790258731177,0.00014034697960596532
14,0.0003108593744400423,0.00013823552581015974
15,0.0003026800599602413,0.0001347962679574266
16,0.00028349708914498074,0.00013549483264796436
17,0.0002647363083572903,0.00012686983973253518
18,0.00026285255937384336,0.00013667819439433515
19,0.00025360842038127076,0.00013927850523032248
20,0.0002477063541947347,0.00011818693019449711
21,0.00023368419149644778,0.00012606565724126995
22,0.00021981078114347637,0.0001324672339251265
23,0.00022075229749639726,0.00011734856525436044
24,0.00021084177901179322,0.00011698736489051953
25,0.0002033867907205907,0.00011547947360668331
26,0.00020167056993361458,0.00012954094563610852
27,0.0001956529650164561,0.00011233654367970303
28,0.00018937379006981952,0.00011269698734395206
29,0.0001884331679320894,0.00010815890709636733
30,0.00017774583045845955,0.00010365074558649212
31,0.00017018176715484718,0.00011254437413299456
32,0.0001722645810029159,0.00010613764607114717
33,0.00016403391588634502,0.00010876650048885494
34,0.00015899094998733036,0.00010379496961832047
35,0.0001595537888028452,0.00010616178042255342
36,0.0001508557666966226,0.00010780192678794265
37,0.00015225138174880865,9.988744568545371e-05
38,0.00015291160792306376,0.00010736673721112311
39,0.00015528746872506518,0.00010327723430236802
40,0.00015045610303382598,0.00010392146214144304
41,0.00014888552218002992,0.00010812184336828068
42,0.0001346958056577326,0.00010032834688900039
43,0.0001357267426404481,9.67064406722784e-05
44,0.00013041997929879773,9.929480438586324e-05
45,0.00013299074869589983,9.918045543599874e-05
46,0.00012643423376883017,9.643057273933664e-05
47,0.00012490301770513827,9.69705797615461e-05
48,0.00012126333830464217,9.291579044656828e-05
49,0.000124795557268145,9.328034502686933e-05
