epoch,train_mse,val_mse
0,0.0024250690154891848,0.001729776500724256
1,0.0018164045859834757,0.0016027854289859533
2,0.0017071061362191264,0.001504566054791212
3,0.0017135065081047601,0.0014270300744101405
4,0.0015940331886040754,0.001340773655101657
5,0.001970033098116581,0.0012432076036930084
6,0.0013220325204672228,0.0012185572413727641
7,0.001248178562020947,0.0011899566743522882
8,0.001193342597930339,0.0011371736181899905
9,0.0011467907938038416,0.0011314257280901074
10,0.0011398369026900236,0.0011333641596138477
11,0.0010582745097304598,0.001103008515201509
12,0.0010563034357519113,0.0010951479198411107
13,0.0010450293414358948,0.001071033300831914
14,0.0009657327930748077,0.0011449893936514854
15,0.0009235192114358832,0.0010539188515394926
16,0.0008741165059698938,0.00107098079752177
17,0.0009496602453572419,0.0010885593947023153
18,0.0008733524777324356,0.0010669524781405926
19,0.0007985600547319086,0.0009857501136139035
20,0.000804397166136588,0.0009953307453542948
21,0.0007632053838561064,0.0010176101932302117
22,0.0007268472861675225,0.000995713984593749
23,0.0007188200809117727,0.0010352249955758452
24,0.0007263708313734367,0.0009774848585948348
25,0.0007232219233691435,0.0010294156381860375
26,0.0007113942902551258,0.0010306627955287695
27,0.0007025793361365153,0.0010869259713217616
28,0.0006031728161956537,0.0010427134111523628
29,0.0005846573983254874,0.0009518262231722474
30,0.0005981772119412199,0.001037344802170992
31,0.0005707359596271999,0.0009523837361484766
32,0.0006080559155791355,0.001022707438096404
33,0.0006548612562192861,0.0010084552923217416
34,0.0005217420011517945,0.0009400548879057169
35,0.0005077609761240732,0.0009016683325171471
36,0.0004796006938579075,0.0009705208940431476
37,0.0004626635335594544,0.0009861249709501863
38,0.00046603681754465374,0.000958356074988842
39,0.0004633491520633407,0.0009057116112671793
40,0.00043716351100211515,0.0009257878409698606
41,0.0004370515535842499,0.0010081380605697632
42,0.0003975187857326216,0.0008924374706111848
43,0.0004040794439537547,0.0008942393469624221
44,0.00039520608722874576,0.0009077527793124318
45,0.0003684931339350818,0.000952035014051944
46,0.00036841179751028336,0.0010502634104341269
47,0.000354667900708215,0.0009940369054675102
48,0.0003501583763362101,0.0009894671384245157
49,0.0003267011152588409,0.0008813574095256627
