epoch,train_mse,val_mse
0,0.0008756816200781195,0.0016310394275933504
1,0.0005156201299991501,0.0014670398086309433
2,0.0004022917721689982,0.0013739025453105569
3,0.0003355454677700201,0.0013413125416263938
4,0.00028740241502286094,0.0013312615919858217
5,0.00024727212570560574,0.0013297422556206584
6,0.00021581841657903526,0.001340365968644619
7,0.0001984924641097739,0.001357142231427133
8,0.00018357873889042085,0.001365747069939971
9,0.0001724762739051196,0.0013176954817026854
10,0.00016464015641942976,0.0013495144667103887
11,0.0001566024159350736,0.0013198857195675373
12,0.000149858741382702,0.0013412857661023736
13,0.00014341996379034448,0.0013396984431892633
14,0.00013644569492938122,0.001376315369270742
15,0.000133502088267071,0.00135321996640414
16,0.0001249760846323543,0.0013626812724396586
17,0.00012170832813128809,0.001380667556077242
18,0.00011503637514568948,0.0013884430518373847
19,0.00011481634675383861,0.0013866557274013758
20,0.00010864451096597222,0.0014050654135644436
21,0.0001062533697682391,0.0014582457952201366
22,0.00010243921905783466,0.0013689748011529446
23,9.85637145706196e-05,0.0013818613952025771
24,9.638892188785974e-05,0.001372231636196375
25,9.448266759177335e-05,0.0014288671081885695
26,9.120497613847046e-05,0.001391792087815702
27,8.901239557877141e-05,0.001400970621034503
28,8.741131215388992e-05,0.0014828898711130023
29,8.39662745338603e-05,0.001435610232874751
30,8.331425819092095e-05,0.0014486375730484724
31,8.16539716887225e-05,0.0014368476113304496
32,7.91403773097515e-05,0.0014657678548246622
33,7.704589893620231e-05,0.0014343325747177005
34,7.52032558032144e-05,0.0015592724084854126
35,7.551693132871845e-05,0.0014554273802787066
36,7.18802019016519e-05,0.0014908051816746593
37,6.981807255828387e-05,0.0014674857957288623
38,6.983120639754847e-05,0.0015282835811376572
39,6.704998839963123e-05,0.0014663157053291798
40,6.881184694311434e-05,0.0014987173490226269
41,6.550693106373217e-05,0.0015405770391225815
42,6.364513965411206e-05,0.0015046895714476705
43,6.312135315311842e-05,0.0015529448864981532
44,6.380193919764852e-05,0.0015971548855304718
45,6.427720585266348e-05,0.0015262378146871924
46,5.9669452915268984e-05,0.0015603740466758609
47,5.844296967470757e-05,0.001526998938061297
48,5.935794468498213e-05,0.001524475053884089
49,5.9463983040147334e-05,0.001584296696819365
